Video_ID	showup	beauty
1006314	0	
1011058	1	3.175176500000001
1018380	0	
1020088	0	
1021760	0	
1022108	0	
1024862	1	2.5741580183574806
1028030	1	3.0433696849315064
1030976	0	
1035472	1	2.234558420378151
1046306	1	2.6449473274049207
1046724	1	3.264712346956522
1051430	0	
1053272	1	3.844120779999999
1053462	1	3.1855344743902454
1057242	0	
1062092	0	
1070968	1	4.037366741287876
1073430	1	3.511149232885903
1078520	1	2.635589363071894
1091206	1	2.5641256386281572
1095116	1	2.357804966375544
109988	1	2.76627491764706
1100054	0	
1100504	1	2.4487208299837935
1100510	1	2.722827665301207
1102462	0	
1107954	1	3.160856527155172
1110470	1	3.2990287442307706
1113822	1	3.9882985577639807
1125506	1	2.834168566666667
1131280	0	
1136912	1	2.4727166770142177
1138208	1	2.9125313006379585
1154162	0	
116128	0	
1162298	0	
1170626	0	
1172716	1	2.8096855485804415
1182080	0	
1185108	1	3.6530773857740586
1187084	0	
1188230	1	2.7065318878698226
1188236	1	2.9636727862542926
1200206	0	
1200484	1	2.391201751877132
1202988	1	2.6891203651260485
1208856	1	3.064765114847165
1210588	0	
121372	0	
1218552	0	
1218896	1	4.338949828125
1220862	1	2.5673932482698985
1221004	1	2.9958445004237317
1223900	1	3.3404800294294277
1224262	0	
1233350	1	2.458900657462686
1233778	1	2.751233798605577
1252312	1	2.520768648026317
1252816	1	2.0024164815789476
1263966	0	
1265646	0	
1267860	1	2.641128417777779
1273030	1	3.0822118008410455
1276364	1	2.546537661555554
1282106	0	
1282650	1	3.164848649488054
1284012	1	3.2590236723214283
1284912	1	2.3280736106666664
1285950	1	4.2890890170212765
1300788	1	3.1580022800000003
1301132	1	3.146196805360443
1301302	1	2.3999007465116287
1302322	1	2.6872185079173847
130298	1	3.454399314893617
1303001	0	
1309874	1	2.4285365960674152
1313406	1	3.2634450674999997
1316818	1	2.83404680657244
1317578	1	2.5220938594890523
1318638	0	
1319136	1	3.7406948083333336
1320968	0	
1322900	0	
1326708	1	2.5546279743589753
1327966	1	3.187718270909092
1329178	0	
1333462	1	2.3000099036603223
1333638	1	3.2045306855421676
1333646	1	3.184613330769229
133428	1	2.607515019331243
1334808	1	2.6328913130303024
1335422	0	
1338478	1	3.110096894117648
1342930	0	
1345142	1	2.524725232907347
1345224	1	2.5649219084444432
1345598	1	2.836098400000001
1346028	0	
1349152	1	2.4476513055397717
1349394	1	3.9592887734615356
1349672	1	2.287026697495824
1350350	0	
1355782	0	
1356742	1	2.8110589387096785
1360610	1	2.5392261836555345
1362676	1	2.3392386824166675
1363174	0	
1368274	1	3.0596602927219814
1377098	1	2.9261571942592575
1381898	0	
1384082	1	2.1159215763829775
1388532	0	
1388706	1	2.4326506568400768
1391362	1	2.4320082667232596
1395988	1	3.5935786781094508
1400386	1	3.3740928412100453
1400902	1	2.765589634782609
1401278	0	
1405120	1	3.5002305578947337
1410116	1	2.335632628366013
1413832	0	
1416724	1	2.4989252570455087
1418956	1	3.1004857876006446
1419424	1	2.6661811387096774
1422012	1	2.7785413674418606
1422920	0	
1424568	0	
1426598	0	
1430666	0	
1450854	1	2.3512714480769223
1452622	0	
145404	1	2.9214356315315317
1455316	1	3.1233479131147543
1458300	1	2.3536834792452828
1458760	1	3.164245075675673
1459548	1	2.318399100596424
1461614	1	3.0597418884531558
1465626	1	2.736554853424656
1469268	1	3.1129887527985067
1471502	1	2.6555883566990275
1472580	1	2.7415019811320764
1472624	1	2.53320252334448
1472970	1	2.5678996385554447
1474372	1	2.4097161904282136
1485660	0	
1488874	1	2.827388821999998
1489936	0	
149178	0	
1492688	1	2.479453450925925
1497438	1	2.390651240143369
1501272	0	
1513132	1	3.0539462752293574
1513220	1	3.0526160019138757
1513436	1	3.6143706975258874
1521806	1	2.4500125207217716
1523014	1	3.0347560292929283
1524204	0	
1527712	0	
1529772	0	
1531082	1	3.151123517499999
153210	0	
1533908	1	2.991562020034247
1539736	1	2.747636879099677
1546132	1	2.3615729326822876
1547758	1	2.8180528435929686
1549364	0	
1552848	1	2.4692202290220835
1554244	1	2.942870505882353
1556638	1	3.566216935714286
1557242	1	2.5164752061855693
1559938	1	2.4471373189552246
1560952	0	
1562686	1	3.7842478760869573
1562936	0	
1563408	1	3.5573223353810226
1564910	0	
1565920	1	2.44415074638219
1568142	0	
1569868	1	2.364040598717946
1571788	0	
1576378	0	
1581730	1	2.3168154687211118
1586264	0	
158830	1	3.361747228169015
1592366	0	
1595104	0	
160322	0	
1606448	1	3.4584394124999993
1607044	1	3.1804075769230797
1607526	1	3.745783532453569
1614930	0	
1623098	1	2.4735149417322835
1624332	1	2.246395726300151
1624750	1	2.6060821055780474
1628882	1	3.2497265633101233
1629534	0	
1633068	1	2.6887547794007505
1635660	0	
1636324	0	
1637824	1	2.892269787896253
1640530	1	3.395925934782608
1640772	1	2.394276874277459
1643336	0	
1644756	1	2.6189894178947357
1645996	1	2.4810016622489943
1647060	1	2.755275174999999
1649392	1	2.428733199145299
1663032	0	
1665514	1	3.08316915
1670850	0	
1679576	1	2.4180844727524238
1687202	1	4.112482391390728
1692098	1	3.580400533004922
1697444	1	2.192870586538461
1697736	1	3.2534883378048787
1700358	1	2.922683932478632
1700904	1	2.3918255452088455
1701240	0	
1705404	1	2.7673661659722226
1712100	0	
1712752	1	3.4500895421052626
1719914	1	3.500603791575093
1726984	1	2.6918391516831734
1730136	1	2.8229740136363635
1738924	1	3.0931413217647044
1739174	1	2.578363876724137
1742040	1	3.1127394982278447
1750986	0	
1751094	0	
1753904	0	
1778242	0	
1785552	1	3.597709826633163
1793104	0	
1810786	1	1.9490590106529202
1817058	1	2.950048986031745
1853968	1	2.4934160928571423
1860222	1	2.97648815614035
1868702	0	
188418	0	
1892254	0	
1892272	1	3.0141300800000006
1898470	1	2.4024484842633957
1899814	0	
1900620	0	
1900628	0	
1906732	0	
1910506	1	3.207573617888563
1913522	1	3.3925983535714295
1913642	1	3.1043348269064763
1922804	0	
1934778	1	3.587912343269227
1939158	0	
1949606	0	
1949608	0	
1949620	0	
1958384	1	4.14380741030303
1959622	0	
1981560	0	
1981720	0	
1981732	0	
1983860	0	
1989682	0	
1989694	0	
1989696	0	
1989698	0	
199136	0	
1994122	0	
1994178	1	2.642295169498912
1999244	1	2.530472594758063
2003212	0	
2004106	0	
2004120	0	
2004126	0	
2008984	1	3.4136749917431204
2016168	0	
20185	0	
2028610	1	2.5416984118197297
2029380	0	
2029564	0	
2036564	1	3.5784008926470543
203732	0	
2039738	1	2.2722088795874034
2057949	1	3.0180490428571427
2060525	1	3.197835402631578
2060919	0	
206092	1	2.3976978752112657
2064303	1	2.305537687409552
2066127	1	2.4883694549525086
2068153	1	2.747738587500001
2069371	0	
2076168	1	3.8413294558558593
2085058	1	2.7120795149396244
2085548	1	3.5861212477477467
2087328	0	
2087822	0	
2087826	0	
2087828	0	
2087832	0	
2089058	1	3.931212906666667
2098560	1	2.7617703413366335
2099506	0	
2103046	1	2.4554470583086077
2104528	1	2.8713318818181817
2106840	0	
2107348	0	
2107420	1	3.0900421501945545
2137460	1	2.6553575565836316
2141442	0	
2154750	1	3.4354790388888894
215728	1	3.7678357602150414
2159486	0	
2161518	0	
2168512	1	2.6739244779279274
2189838	0	
2192940	1	2.491423199466666
2193886	1	2.846369181518152
2197582	1	2.820953518914186
2200632	0	
2201790	1	3.301824242566191
2206770	1	2.3942945562780262
2208714	1	2.7659905868196013
2208850	0	
2212620	0	
2221174	0	
2236494	1	2.768068042105264
2239426	0	
2248828	0	
2254632	0	
2259500	0	
2265454	1	2.4032550209239125
2267290	0	
2269720	1	3.0003738062906096
2271686	0	
2274337	1	3.6842842836776826
2276027	1	3.5589970678571423
2276171	1	3.586107219487178
2276255	0	
2280316	1	2.708196915426239
2280884	1	2.315375256298198
2280894	0	
2284925	0	
2288029	1	3.1513675736842104
2290263	0	
2290947	1	4.098600144444444
2292573	0	
2293141	1	2.4025155578008928
2301996	1	3.1120320509103228
2308176	0	
2313402	0	
2332830	1	3.8582630833333336
2334782	1	3.6071266709677414
233900	0	
2342680	1	2.4335184798192797
2343668	1	3.571383839901473
2360884	0	
2362220	0	
2365720	0	
2369558	0	
2373572	1	3.3088335947368424
2378378	0	
2379790	0	
2379796	0	
2390840	0	
240256	0	
2405380	0	
2410044	1	3.2584274575757575
2412820	1	3.5818153540404016
2418110	1	3.3468553492568995
2419864	1	3.056046884285714
2424386	1	3.4943896870129865
2431422	0	
2431788	1	2.4817230827534056
2435368	0	
2436348	0	
2436568	0	
2450950	1	2.390589294592114
2465786	0	
2468770	1	2.380832030652502
2475130	0	
2484866	1	3.3468922
24877	0	
2487946	0	
2493896	0	
2494054	0	
2495100	0	
249934	0	
2504702	0	
2512030	0	
2516506	1	3.5699295156914905
2522382	0	
2522946	0	
252396	0	
2540964	1	3.505362181967213
2550757	1	3.569374228934007
2551089	0	
2555800	0	
2563388	1	2.1531885194092832
2563584	0	
2564412	1	3.0970215120481925
2577854	0	
2595494	0	
2595588	0	
2596422	0	
2596548	1	2.6048433676165796
2596878	0	
260066	1	2.6493399128205133
2610178	1	2.014580270464136
2618758	1	3.578656183653844
2619306	0	
2621178	0	
2630068	1	2.5788300117647056
2642650	1	3.4418272970588237
2643660	0	
2647562	1	3.5952434976923078
26484	1	3.022227025675676
2652072	1	2.7679302321047574
2652470	1	3.7319789858369106
2652724	1	2.729622089152543
2656336	1	2.313999891556934
2658618	1	3.053398613302219
2662628	0	
2665920	0	
2667284	0	
2671088	1	2.8276303153846127
2693496	1	2.840287115112078
2697262	0	
2708538	1	3.3185957204819276
2714022	0	
2718426	1	3.5590417918367354
2719668	1	2.597145070689653
2722342	1	3.4916992500000004
2729766	1	3.497215245090177
2732092	1	2.381703583188213
2734336	0	
2739086	1	3.0678305273789097
2756266	0	
2762	0	
2762030	1	2.7516520888888887
2763304	1	2.7492598908377
2769356	0	
2774884	0	
2781364	0	
2785018	0	
2805839	1	3.5417497994505482
2812245	1	3.4336742447004607
2815039	1	2.7885200250000004
2839358	0	
2839364	0	
2839366	0	
2839368	0	
2840688	1	2.4421579640459345
2840960	1	2.393066313304349
2841064	1	3.54986083561644
2842926	0	
2851192	1	3.3160801666666675
2862110	1	2.5301394987234
2875824	1	2.7601691602941183
2878530	0	
2888984	0	
2901328	0	
2919514	1	3.027542263583815
2922652	0	
2926990	1	2.4719638063613227
2932442	0	
2937632	0	
2942738	0	
2953166	1	3.3630955955555555
2961922	0	
2966310	0	
2966930	1	3.4678302663492038
2969728	0	
2970812	0	
2976586	1	2.7689919144772115
297742	1	3.407946639583334
297762	1	3.5076720955882355
298522	1	3.3478874535714302
298558	1	3.2641359092783517
2990476	1	2.953470043485085
2993466	0	
3001538	0	
3006088	1	3.1574981748868702
300756	0	
3019426	1	3.1719655083032485
3020540	0	
302478	1	3.4376616419354895
302562	1	2.9938365577477493
3035392	1	3.577945514149656
3038260	1	2.979329028913443
3040878	0	
3043984	0	
304426	1	2.5574759192660568
3047214	1	3.1077482183574894
3049376	1	3.2156592444444434
3057100	0	
3060528	0	
306360	1	2.3652294457627123
3089588	1	2.4406132082764507
3092046	0	
3097088	0	
3097894	1	3.032407165116281
3103622	1	2.8744076268518506
3109146	1	3.2496594159400582
3110848	1	2.628810493548388
3115584	1	2.354895863087248
3118336	1	3.7959993000000014
311870	1	2.7184538135371232
3124182	0	
3133322	0	
3133458	1	3.4892372941396514
3137154	1	3.5462007833333313
3150392	1	3.251007469230769
3152590	1	2.419217440939596
3158874	1	3.0991279166284373
317030	1	3.2270534260869517
3170970	1	3.3909780615658374
317452	0	
317572	1	1.9478346960546278
3195180	1	3.3250706507142858
3197824	0	
321410	1	3.4239128001937984
3219379	0	
322118	0	
3229723	1	3.267810875182483
3232703	0	
3233551	1	3.31603907204301
323916	1	2.2368726063829807
323950	0	
3242234	1	3.852735032954543
3251462	1	3.312788808333334
3253418	0	
3274496	1	3.416790507274786
32908	1	3.1976438727272734
3290856	0	
3293370	1	2.9585379663157894
3304466	0	
3304948	1	2.968285765000001
3309052	0	
3316274	1	3.2083633275534433
331968	0	
3325794	1	2.738807548387098
3326866	1	3.4177387755986213
332848	0	
3340850	1	3.2540731755555528
3342284	0	
3349106	1	3.246575575949367
3355370	0	
3368636	1	3.3309605363636363
3369512	1	3.799503863636363
3369594	1	2.7594012018248173
3384718	0	
3385322	1	3.089400872058826
3385750	1	2.69015616053131
3387028	0	
3389296	1	2.342205361278196
3393972	1	3.97070145263158
3395102	0	
3399782	1	2.7008558812500008
3402012	1	3.03757053852459
3402742	0	
3407372	1	2.9442782645270276
3417826	1	2.696478221843002
3432566	1	1.856671745689656
3432872	1	3.7568848196850393
3451188	1	3.6044527308510648
3452910	0	
3456190	1	3.048126333118976
3457446	1	3.140107557142857
3457524	1	2.3356279054054054
3460194	1	3.6648959400000023
3460830	0	
3476420	1	2.579061069612651
3482444	0	
3493058	0	
3498214	1	2.2978606560509562
3501982	1	3.3469086733333357
3510688	1	2.9859112704840665
3511704	1	2.6625515071801558
35131	0	
3520590	0	
3527368	1	2.7627188026229486
3528104	0	
353044	0	
3540520	1	2.9161575956023813
354324	1	2.001403172985782
354336	1	2.0155458387376237
3545622	1	2.635484651957296
3551994	0	
355622	1	2.974690218957347
3557761	0	
3560337	0	
3567021	0	
3572827	0	
3575637	1	2.5397356386666674
3576823	1	3.1195494424657553
3580551	1	2.8387162194630866
358062	1	3.5745873857142856
3584638	1	2.341442220000002
358866	0	
3595862	1	3.1558711777479913
3603368	0	
3613634	0	
3625068	1	2.7380886270909084
362530	1	2.8883308757225454
3627088	1	2.4418342543333305
3628948	1	3.4137420911764704
3631468	1	2.55531802468514
3633046	0	
3633596	1	2.794949187117423
3635938	1	3.52548352748907
3637198	1	2.445223809407662
3647822	0	
364810	1	2.2974554220472423
3650670	1	2.6519815237288134
3682432	1	3.0939986558219172
3697704	0	
3700690	0	
371832	0	
3720482	1	3.1972296033854164
3720538	1	2.5191409470085473
372234	1	3.419406142671612
3722690	1	3.129021928639999
3727188	0	
3729562	1	2.437791726182967
3734830	1	3.459181788181819
3736794	1	2.7072917884615384
3739392	1	2.607027363466665
3744018	1	3.079938459288534
375594	1	3.0487860633027553
3757194	1	3.467066080909089
3766346	1	2.7055709908805032
3774670	1	2.434445684255321
3774922	1	2.4322151761904784
3781118	1	3.305240072558136
379196	0	
3797388	1	1.7693437092035387
3798550	1	3.1890502687499995
3799798	0	
3800356	1	2.436432349799199
3801800	1	3.287851519980312
3809768	0	
3824020	1	2.4569898213068186
3825460	1	3.351874943999999
3829144	1	2.4477455664989947
3829202	0	
3829422	1	3.256813464331209
3831178	1	2.4865641086956525
3847956	1	2.8593039091655275
3849992	1	3.149328593266835
3851686	1	2.50762763290735
3853970	1	2.857012106053812
3855496	1	3.649907430442479
3862092	1	3.1669289038938038
386714	1	3.515297563333333
386922	1	2.693159421052631
3870926	1	2.8722142122015906
3871752	1	2.546698140350876
388164	0	
3893726	1	3.2677751010101015
3895288	0	
3900086	1	2.9924640957303383
3939422	1	3.0374099049999987
3959190	1	2.7146202002395214
3960900	0	
3962606	1	3.177400515897437
3964066	1	2.7403595403508785
3975332	0	
3980646	1	3.039223506563703
3987782	1	3.759552508333334
3990762	1	2.481845329807693
3991760	0	
3993002	0	
3995812	1	2.8378188183035724
4003008	0	
40039	1	3.3179214827205894
400858	1	2.7001217671919804
4008828	1	3.2931261046920812
4021104	1	2.8508179376323977
402836	0	
403468	1	3.661925765747127
403628	1	4.371068055
4053336	1	3.5304412544502615
407984	1	2.682649523809525
4081946	0	
408440	0	
4095936	1	2.511912937714287
4102310	1	3.2902741081967215
41145	1	3.3333983003011967
411778	0	
4121782	1	2.959247868181819
4123160	1	3.096715023692308
4141596	0	
4142896	1	2.5173708396925827
4149374	1	3.0387128836847963
4195250	1	2.798279158675077
41961	1	3.1553194906005175
421054	1	3.1299418007177056
42146	1	3.1411786571428566
42197	0	
4228602	1	2.9411668563636364
4230404	1	2.7534169949367078
4231428	1	3.5113238610062885
42491	1	3.1325957319767452
42634	1	3.257858202415462
42640	1	3.14415090174418
42642	1	3.1551898456692777
42643	0	
42645	1	3.189419312608687
42651	0	
427332	1	3.347766904529624
429080	0	
430408	0	
43319	1	3.1539896800000107
43441	1	3.14415090174418
436488	0	
439362	0	
44319	0	
443584	1	2.9644175555
445916	1	3.124538188194446
447362	0	
44836	0	
450694	1	3.0138731947368416
45136	0	
45139	0	
455452	0	
46010	1	3.541099507857913
462474	0	
46927	1	2.581013256468801
469526	0	
471428	1	2.937096531308411
472892	1	2.478127226666667
472970	1	2.7624315452830195
474150	1	2.804663205142856
474212	1	2.7760868481159413
474928	0	
476622	0	
482534	1	3.3058671279693495
484132	1	3.1878107052631584
485889	1	3.0336245078490593
48841	1	2.6966810658469904
489146	1	3.5302749285714285
493014	0	
494800	1	2.6477863930555543
498236	1	2.7982842421428553
49886	1	3.143465505079363
502240	1	2.844080931562499
502772	0	
515326	0	
516846	1	3.075756990476191
519776	1	3.904210682352941
528440	1	3.32447908442623
529424	0	
530246	0	
543212	0	
543242	0	
548044	1	2.3916913707964613
548764	0	
551968	0	
564966	0	
569436	1	4.539479972727273
570704	0	
571394	1	2.9117326985507237
57415	1	3.31788841608527
575676	1	2.563614376861703
576636	1	4.1628240767441875
576906	1	3.5346953620000003
576946	1	2.366567304735376
578534	0	
581598	0	
584410	1	3.2629376291666663
58977	0	
591714	1	2.6925594000000013
591724	1	3.7114179333333337
592338	0	
593460	1	3.491467833333333
593962	1	3.2510080991150474
595258	1	3.6519362755102063
596598	1	2.172291673789174
597716	1	2.255579260388348
602032	1	2.936592189385474
607876	0	
612038	0	
613190	1	2.694681003030304
615206	1	3.3794076428571427
625568	1	2.7302680456490718
627540	0	
627706	1	4.012213748936172
631166	0	
631584	1	3.4303967940092157
635824	1	2.822730880279506
637176	1	2.869829612863071
637452	1	2.819379118618619
637922	1	3.212347879583332
638966	1	2.958711883018868
639434	1	2.991044020879121
640062	1	4.471673282828278
640100	1	2.207113463573086
641132	1	2.8648026846441943
642060	1	3.794722448148149
648826	1	3.1917997561278826
658766	1	3.144361481010101
66383	0	
664242	1	2.8075242810526353
665866	1	3.2614226956521737
671578	1	3.246070023417717
672682	1	2.5328265693121685
676764	0	
680044	1	3.7899380351351355
682986	0	
684784	1	2.921175842706129
688244	0	
689868	0	
690894	1	2.5986276499999943
692176	0	
696594	1	2.505984179347823
696616	1	3.941050343820227
698278	1	3.0096372409978294
700080	1	3.393107751732099
702258	0	
702278	0	
703770	0	
706670	1	2.9309554049999997
709500	0	
713258	1	2.7597139478260857
714188	1	2.8921159256521762
716136	1	3.0170908023102294
722174	1	3.090352198800958
724596	0	
725872	0	
730414	1	3.3100451931623938
73860	0	
738624	1	2.0738285215469614
738910	1	2.935802193333333
739390	1	3.560470432291665
740404	1	2.7972695830721013
742106	1	2.9180520711229954
743568	0	
743914	1	3.40839421
746432	0	
748880	1	3.174888340172783
754028	1	2.285240685074627
757450	1	3.4175478553763456
760990	1	2.9578869234343452
765562	1	2.9375521307692285
767256	0	
770656	1	2.9019275918918925
777276	1	3.86936176528418
777444	1	2.734344448353912
781954	1	3.242852489855073
789186	0	
792216	1	3.2462356008849564
797762	1	2.3143641929961096
798740	1	2.76782032027027
806130	1	2.827753589756101
808506	1	2.6743719228441853
815482	1	3.2611677570175455
819434	1	2.5401761499319724
820114	0	
822808	0	
828420	1	2.752289518709677
830994	0	
831940	1	3.6051372144578333
833770	1	2.1365958919191925
834558	1	3.2600221421686757
834836	0	
843706	0	
855172	1	2.752295251592354
866584	1	3.0860299545816727
871358	1	4.453912164102566
878748	1	3.3748585666666666
881378	1	3.4516940800000007
885443	1	3.251920357009348
888716	1	2.920563930085963
891484	1	3.0551185499999995
891490	1	2.603901596684113
895936	0	
902888	1	3.2565302235294085
904986	1	3.3385681647969037
907444	0	
918688	1	4.150217137499999
930126	1	2.691925007853405
943734	1	2.694818692576417
945750	0	
948974	1	4.302867909090909
951050	0	
952908	1	3.484342870049919
955754	0	
964680	1	2.747595882647059
964828	0	
965306	1	2.4850418798529392
965832	1	2.232579948525471
968248	0	
97338	1	3.344487165957446
975046	0	
980408	1	2.786784748176584
984830	1	4.080987486944442
985922	0	
986034	0	
993160	1	2.9025180133064583
999228	1	3.2058484781281766
