Video_ID	showup	Intensity
1006314	0	
1011058	1	0.6512517744230769
1018380	0	
1020088	0	
1021760	0	
1022108	0	
1024862	1	0.27919580956521733
1028030	1	0.58126046630137
1030976	0	
1035472	1	0.4237710195546217
1046306	1	0.48171966806935096
1046724	1	0.21914455339130443
1051430	0	
1053272	1	0.596445919386885
1053462	1	0.35226332304878055
1057242	0	
1062092	0	
1070968	1	0.7503628143560608
1073430	1	0.5221523656174495
1078520	1	0.4518645414656865
1091206	1	0.40658204182912133
1095116	1	0.46532894690393
109988	1	0.39760343718954266
1100054	0	
1100504	1	0.42820134618800687
1100510	1	0.3560023956337349
1102462	0	
1107954	1	0.5999051118534481
1110470	1	0.31557802519230765
1113822	1	0.24843187
1125506	1	0.19638382666666665
1131280	0	
1136912	1	0.4531008910260665
1138208	1	0.33679049098405095
1154162	0	
116128	0	
1162298	0	
1170626	0	
1172716	1	0.4706134699211353
1182080	0	
1185108	1	0.33430507351464445
1187084	0	
1188230	1	0.49361218099408277
1188236	1	0.6390488305841926
1200206	0	
1200484	1	0.390163098211604
1202988	1	0.37678915497478976
1208856	1	0.35535317699126645
1210588	0	
121372	0	
1218552	0	
1218896	1	0.32555907375
1220862	1	0.5174683471868515
1221004	1	0.6129972910593219
1223900	1	0.4703355891321318
1224262	0	
1233350	1	0.4038275825074624
1233778	1	0.42284092915737076
1252312	1	0.7074526800657893
1252816	1	0.14550063194736848
1263966	0	
1265646	0	
1267860	1	0.4103471887272724
1273030	1	0.5679552449453316
1276364	1	0.3770851060088887
1282106	0	
1282650	1	0.5894864733447105
1284012	1	0.21922753437500003
1284912	1	0.3128354801714284
1285950	1	0.143885016787234
1300788	1	0.38112496399999995
1301132	1	0.24366231044362277
1301302	1	0.32586371261757113
1302322	1	0.4621106733907058
130298	1	0.24535401674468083
1303001	0	
1309874	1	0.36201067913964674
1313406	1	0.23072698333333325
1316818	1	0.3805194486413422
1317578	1	0.3582917673759125
1318638	0	
1319136	1	0.3129536083333333
1320968	0	
1322900	0	
1326708	1	0.4884829686013987
1327966	1	0.5139831874545453
1329178	0	
1333462	1	0.3890363029721812
1333638	1	0.2145881975783131
1333646	1	0.246704803978022
133428	1	0.41006995694043896
1334808	1	0.3942764859242421
1335422	0	
1338478	1	0.42133450392156846
1342930	0	
1345142	1	0.2639291406932909
1345224	1	0.33674841893333335
1345598	1	0.5347692748888886
1346028	0	
1349152	1	0.40650620063210235
1349394	1	0.6665556464846155
1349672	1	0.36150212790484143
1350350	0	
1355782	0	
1356742	1	0.3435587612419353
1360610	1	0.4771478678734622
1362676	1	0.40241997580583344
1363174	0	
1368274	1	0.2779864174410479
1377098	1	0.2269580331938887
1381898	0	
1384082	1	0.32462565482978734
1388532	0	
1388706	1	0.41489369805202314
1391362	1	0.40538303560950795
1395988	1	0.40496533179104477
1400386	1	0.3904811136312782
1400902	1	0.3352137976521738
1401278	0	
1405120	1	0.44912338438596483
1410116	1	0.4396633331150332
1413832	0	
1416724	1	0.45187801185884635
1418956	1	0.5915642368840576
1419424	1	0.49413250150537613
1422012	1	0.43219348558720855
1422920	0	
1424568	0	
1426598	0	
1430666	0	
1450854	1	0.5053462409935902
1452622	0	
145404	1	0.21449214696996977
1455316	1	0.47863241452459065
1458300	1	0.21416124122641525
1458760	1	0.5228116842342339
1459548	1	0.4225966902544729
1461614	1	0.5101303343485841
1465626	1	0.30048222274657543
1469268	1	0.22987454779570896
1471502	1	0.4187966479417472
1472580	1	0.39026722974842776
1472624	1	0.2737928637591978
1472970	1	0.590171558301119
1474372	1	0.3639541616851388
1485660	0	
1488874	1	0.3874746134000001
1489936	0	
149178	0	
1492688	1	0.41353852584259243
1497438	1	0.4620540249605734
1501272	0	
1513132	1	0.43065804296330273
1513220	1	0.3664063842057417
1513436	1	0.4856415599079407
1521806	1	0.29016306414028004
1523014	1	0.4891100472020201
1524204	0	
1527712	0	
1529772	0	
1531082	1	0.39574430225
153210	0	
1533908	1	0.572540263126712
1539736	1	0.432309862829582
1546132	1	0.42014301912109353
1547758	1	0.39705277787688453
1549364	0	
1552848	1	0.5124360439999996
1554244	1	0.3571701680882353
1556638	1	0.26702866214285714
1557242	1	0.2810990063917524
1559938	1	0.5169055189731347
1560952	0	
1562686	1	0.764271929130435
1562936	0	
1563408	1	0.4518141017651633
1564910	0	
1565920	1	0.4307869648812616
1568142	0	
1569868	1	0.4548643739393938
1571788	0	
1576378	0	
1581730	1	0.46822208218798145
1586264	0	
158830	1	0.2880281099436619
1592366	0	
1595104	0	
160322	0	
1606448	1	0.3193377504166666
1607044	1	0.30440243384615373
1607526	1	0.40258656936461384
1614930	0	
1623098	1	0.3218433709291339
1624332	1	0.4197092247919767
1624750	1	0.5679280025132701
1628882	1	0.4334358719983931
1629534	0	
1633068	1	0.2094325833520601
1635660	0	
1636324	0	
1637824	1	0.3768135767175791
1640530	1	0.22884662956521742
1640772	1	0.4415175790751448
1643336	0	
1644756	1	0.19334461482105253
1645996	1	0.36818670016465876
1647060	1	0.19166828564285715
1649392	1	0.37938678376068374
1663032	0	
1665514	1	0.5443500758823531
1670850	0	
1679576	1	0.6241232648838181
1687202	1	0.4939118291390724
1692098	1	0.4007305717733991
1697444	1	0.2521567243990386
1697736	1	0.28767689060975615
1700358	1	0.27101691831837615
1700904	1	0.37708296422235854
1701240	0	
1705404	1	0.39631179874999994
1712100	0	
1712752	1	0.215492036
1719914	1	0.2591316438028082
1726984	1	0.553679659247525
1730136	1	0.38216409378787886
1738924	1	0.11261516377647063
1739174	1	0.23833574327586177
1742040	1	0.3339792155721517
1750986	0	
1751094	0	
1753904	0	
1778242	0	
1785552	1	0.40239369386934715
1793104	0	
1810786	1	0.38517973058075633
1817058	1	0.3250394633650792
1853968	1	0.9821132978571427
1860222	1	0.5368127665664165
1868702	0	
188418	0	
1892254	0	
1892272	1	0.3425851137142857
1898470	1	0.38986012431919603
1899814	0	
1900620	0	
1900628	0	
1906732	0	
1910506	1	0.26237256865190633
1913522	1	0.17266845785714288
1913642	1	0.58607054801295
1922804	0	
1934778	1	0.4007300020192309
1939158	0	
1949606	0	
1949608	0	
1949620	0	
1958384	1	0.2624067518181817
1959622	0	
1981560	0	
1981720	0	
1981732	0	
1983860	0	
1989682	0	
1989694	0	
1989696	0	
1989698	0	
199136	0	
1994122	0	
1994178	1	0.34166370602832286
1999244	1	0.3080166038407259
2003212	0	
2004106	0	
2004120	0	
2004126	0	
2008984	1	0.4165312208669723
2016168	0	
20185	0	
2028610	1	0.6305169849982991
2029380	0	
2029564	0	
2036564	1	0.4011096540196081
203732	0	
2039738	1	0.43711046206514703
2057949	1	0.20080548071428578
2060525	1	0.1648391543859649
2060919	0	
206092	1	0.5120906440000002
2064303	1	0.5956670960347331
2066127	1	0.31253736968792395
2068153	1	0.5588327488815787
2069371	0	
2076168	1	0.6300558786936937
2085058	1	0.6441985707475455
2085548	1	0.6064263828153156
2087328	0	
2087822	0	
2087826	0	
2087828	0	
2087832	0	
2089058	1	0.2584622236666666
2098560	1	0.22175913394900956
2099506	0	
2103046	1	0.35658011675370926
2104528	1	0.2920716916560606
2106840	0	
2107348	0	
2107420	1	0.3567880037120622
2137460	1	0.5822401911387896
2141442	0	
2154750	1	0.4025321461111112
215728	1	0.5181763360752687
2159486	0	
2161518	0	
2168512	1	0.38739172551501455
2189838	0	
2192940	1	0.44889168458400003
2193886	1	0.3014900238072607
2197582	1	0.3720266497985993
2200632	0	
2201790	1	0.6450141827413441
2206770	1	0.3565000949243272
2208714	1	0.39268314244129077
2208850	0	
2212620	0	
2221174	0	
2236494	1	0.2588737596736842
2239426	0	
2248828	0	
2254632	0	
2259500	0	
2265454	1	0.33032601024456554
2267290	0	
2269720	1	0.48009288153130486
2271686	0	
2274337	1	0.3305267710454546
2276027	1	0.10801045937499998
2276171	1	0.40143399794871837
2276255	0	
2280316	1	0.556586340531803
2280884	1	0.3820695002904887
2280894	0	
2284925	0	
2288029	1	0.4451430584210526
2290263	0	
2290947	1	0.28901009185185195
2292573	0	
2293141	1	0.42578700906983646
2301996	1	0.4475215037878168
2308176	0	
2313402	0	
2332830	1	0.555797581025641
2334782	1	0.6233801038709677
233900	0	
2342680	1	0.3651804403463857
2343668	1	0.40474984344827614
2360884	0	
2362220	0	
2365720	0	
2369558	0	
2373572	1	0.32962148105263156
2378378	0	
2379790	0	
2379796	0	
2390840	0	
240256	0	
2405380	0	
2410044	1	0.4434888874242424
2412820	1	0.40224405934343477
2418110	1	0.40738445667303613
2419864	1	0.3712599914285714
2424386	1	0.6980478076623379
2431422	0	
2431788	1	0.38036834923297996
2435368	0	
2436348	0	
2436568	0	
2450950	1	0.30809755862144883
2465786	0	
2468770	1	0.31234462991745066
2475130	0	
2484866	1	0.8668698221428572
24877	0	
2487946	0	
2493896	0	
2494054	0	
2495100	0	
249934	0	
2504702	0	
2512030	0	
2516506	1	0.09986500588031913
2522382	0	
2522946	0	
252396	0	
2540964	1	0.6930942463934426
2550757	1	0.40359764786802044
2551089	0	
2555800	0	
2563388	1	0.2806052429381856
2563584	0	
2564412	1	0.2991013980722891
2577854	0	
2595494	0	
2595588	0	
2596422	0	
2596548	1	0.46612292328497423
2596878	0	
260066	1	0.24301343862051286
2610178	1	0.35677797764135016
2618758	1	0.39945052644230766
2619306	0	
2621178	0	
2630068	1	0.27354690470588233
2642650	1	0.1597240850882353
2643660	0	
2647562	1	0.7147286517692307
26484	1	0.23031153891891895
2652072	1	0.3047019474352084
2652470	1	0.372265455751073
2652724	1	0.3410245930892657
2656336	1	0.6632502180325318
2658618	1	0.23452518236406072
2662628	0	
2665920	0	
2667284	0	
2671088	1	0.48256266299665584
2693496	1	0.47283470935141075
2697262	0	
2708538	1	0.5911534461445783
2714022	0	
2718426	1	0.3003015793877552
2719668	1	0.34729771619230787
2722342	1	0.5894811262499999
2729766	1	0.48380776753106153
2732092	1	0.4172566671701272
2734336	0	
2739086	1	0.3727939126180001
2756266	0	
2762	0	
2762030	1	0.33948409074074076
2763304	1	0.6407800378010444
2769356	0	
2774884	0	
2781364	0	
2785018	0	
2805839	1	0.34588950476190466
2812245	1	0.6662093850230415
2815039	1	0.27599129150000007
2839358	0	
2839364	0	
2839366	0	
2839368	0	
2840688	1	0.4226117435070673
2840960	1	0.3568578172730435
2841064	1	0.09087139527397264
2842926	0	
2851192	1	0.5299959673333337
2862110	1	0.4281912327234036
2875824	1	0.6602855302205878
2878530	0	
2888984	0	
2901328	0	
2919514	1	0.30689343052023116
2922652	0	
2926990	1	0.27992174223918564
2932442	0	
2937632	0	
2942738	0	
2953166	1	0.8624698553333333
2961922	0	
2966310	0	
2966930	1	0.1571972464438095
2969728	0	
2970812	0	
2976586	1	0.5013331816621985
297742	1	0.275759045
297762	1	0.23523070608823526
298522	1	0.20254365946428568
298558	1	0.36364304742268033
2990476	1	0.4752383502810051
2993466	0	
3001538	0	
3006088	1	0.7499973737933633
300756	0	
3019426	1	0.27404374296750883
3020540	0	
302478	1	0.19492358039426536
302562	1	0.22683867326216203
3035392	1	0.27202463791483006
3038260	1	0.44836004864640877
3040878	0	
3043984	0	
304426	1	0.2730635079816513
3047214	1	0.6341282805555557
3049376	1	0.43631676814814807
3057100	0	
3060528	0	
306360	1	0.5064739888135589
3089588	1	0.4503929351450514
3092046	0	
3097088	0	
3097894	1	0.21383697942192698
3103622	1	0.33839171218209835
3109146	1	0.2651585799264305
3110848	1	0.881556895483871
3115584	1	0.44750213695469804
3118336	1	0.299502985
311870	1	0.45156955305676805
3124182	0	
3133322	0	
3133458	1	0.6180413634289271
3137154	1	0.198656311
3150392	1	0.5576925198076922
3152590	1	0.4857430905145417
3158874	1	0.33441105563799717
317030	1	0.3560890715652175
3170970	1	0.33696067906761545
317452	0	
317572	1	0.5955234387405153
3195180	1	0.7673107573571427
3197824	0	
321410	1	0.34725450470930197
3219379	0	
322118	0	
3229723	1	0.41400552204379554
3232703	0	
3233551	1	0.3272803437634409
323916	1	0.5733485844680851
323950	0	
3242234	1	0.36524850636363626
3251462	1	0.229423607
3253418	0	
3274496	1	0.4848043717989486
32908	1	0.5069929381818182
3290856	0	
3293370	1	0.38501123863157904
3304466	0	
3304948	1	0.26986467611428566
3309052	0	
3316274	1	0.7712055024940617
331968	0	
3325794	1	0.3557278087193545
3326866	1	0.48491232607611123
332848	0	
3340850	1	0.16884014918518522
3342284	0	
3349106	1	0.3225826750632913
3355370	0	
3368636	1	0.22983173772727275
3369512	1	0.35906373969696986
3369594	1	0.33450364994890514
3384718	0	
3385322	1	0.6402776757352937
3385750	1	0.21779741936476923
3387028	0	
3389296	1	0.246736538424812
3393972	1	0.5194337318421054
3395102	0	
3399782	1	0.11123520087499998
3402012	1	0.37111169434426206
3402742	0	
3407372	1	0.29288379258108127
3417826	1	0.6118503012969283
3432566	1	0.4205400746178161
3432872	1	0.14433582405511813
3451188	1	0.6908676274468086
3452910	0	
3456190	1	0.6089013674276528
3457446	1	0.39020417476190483
3457524	1	0.29452583443243235
3460194	1	0.22962794364285705
3460830	0	
3476420	1	0.2175883233888161
3482444	0	
3493058	0	
3498214	1	0.24880452686624202
3501982	1	0.3329857153676768
3510688	1	0.711160613766234
3511704	1	0.28920644753002595
35131	0	
3520590	0	
3527368	1	0.6472216215737712
3528104	0	
353044	0	
3540520	1	0.640572038990838
354324	1	0.5957795939454975
354336	1	0.3489770565284655
3545622	1	0.31758901887188606
3551994	0	
355622	1	0.3343109584691947
3557761	0	
3560337	0	
3567021	0	
3572827	0	
3575637	1	0.49906029522222184
3576823	1	0.41473228682974556
3580551	1	0.16579119031208067
358062	1	0.3017804757142857
3584638	1	0.21126361405151528
358866	0	
3595862	1	0.2190360234798929
3603368	0	
3613634	0	
3625068	1	0.4922525822545453
362530	1	0.3382175552543353
3627088	1	0.1508027837443333
3628948	1	0.5127492855882355
3631468	1	0.5940515796725441
3633046	0	
3633596	1	0.1344192629035611
3635938	1	0.3632287578290441
3637198	1	0.19501842837038322
3647822	0	
364810	1	0.4044035651555114
3650670	1	0.40719730974576246
3682432	1	0.42796747678082203
3697704	0	
3700690	0	
371832	0	
3720482	1	0.5064085454427086
3720538	1	0.33292870135042746
372234	1	0.2552103198096475
3722690	1	0.28336352284415983
3727188	0	
3729562	1	0.6340852153627761
3734830	1	0.432145141909091
3736794	1	0.426769755
3739392	1	0.4982135092266668
3744018	1	0.37409193399868196
375594	1	0.27951504689105505
3757194	1	0.43171593845454526
3766346	1	0.2611898054528304
3774670	1	0.4938845044255322
3774922	1	0.2633704301874999
3781118	1	0.41616706427906996
379196	0	
3797388	1	0.19977276198230096
3798550	1	0.67203788125
3799798	0	
3800356	1	0.2314177618032129
3801800	1	0.5251961889862197
3809768	0	
3824020	1	0.24816876543579544
3825460	1	0.32430744335999967
3829144	1	0.14285511195674033
3829202	0	
3829422	1	0.3342597277579617
3831178	1	0.333229998826087
3847956	1	0.4306076738098495
3849992	1	0.3964154016508731
3851686	1	0.6147094689137382
3853970	1	0.26282475961883384
3855496	1	0.4123285116106194
3862092	1	0.20704760450265483
386714	1	0.22982968853333333
386922	1	0.4749347957894737
3870926	1	0.39005418690539323
3871752	1	0.5083914092280706
388164	0	
3893726	1	0.2544839418181818
3895288	0	
3900086	1	0.23463173511235955
3939422	1	0.3722607573333336
3959190	1	0.48732691638562836
3960900	0	
3962606	1	0.2481570082358975
3964066	1	0.5096924249122807
3975332	0	
3980646	1	0.38325715419562384
3987782	1	0.29851983750000005
3990762	1	0.5368665151298078
3991760	0	
3993002	0	
3995812	1	0.3074071507879464
4003008	0	
40039	1	0.3949279623566179
400858	1	0.30699377029799413
4008828	1	0.439905447214076
4021104	1	0.3349755305943927
402836	0	
403468	1	0.3233457233287357
403628	1	0.19192528799999994
4053336	1	0.36266408759162316
407984	1	0.7586459190476189
4081946	0	
408440	0	
4095936	1	0.2367558792933334
4102310	1	0.2632551273770492
41145	1	0.44841373316265165
411778	0	
4121782	1	0.09463342936363639
4123160	1	0.5010465815938467
4141596	0	
4142896	1	0.4079069407685352
4149374	1	0.6059236531187567
4195250	1	0.4581133830646689
41961	1	0.3153378471540476
421054	1	0.26789637055023907
42146	1	0.20597800304761904
42197	0	
4228602	1	0.2967316416727273
4230404	1	0.25717258139240506
4231428	1	0.5360803765031444
42491	1	0.3763161420930232
42634	1	0.35177915519323627
42640	1	0.4151387034302322
42642	1	0.31537342077165426
42643	0	
42645	1	0.3380046137934791
42651	0	
427332	1	0.4938178899303139
429080	0	
430408	0	
43319	1	0.5101202040540537
43441	1	0.4151387034302322
436488	0	
439362	0	
44319	0	
443584	1	0.3575016018999999
445916	1	0.12085585753472225
447362	0	
44836	0	
450694	1	0.2859280393421053
45136	0	
45139	0	
455452	0	
46010	1	0.3795983976754577
462474	0	
46927	1	0.21386243448817863
469526	0	
471428	1	0.3363848773710277
472892	1	0.4599521823703703
472970	1	0.33277655415094354
474150	1	0.2699603361714285
474212	1	0.2838029712753633
474928	0	
476622	0	
482534	1	0.39256811308237494
484132	1	0.24786857434210532
485889	1	0.2614728561215094
48841	1	0.34307873770491804
489146	1	0.2985532295238095
493014	0	
494800	1	0.3551266710069443
498236	1	0.41025619982142836
49886	1	0.4655162367301583
502240	1	0.35790329720937525
502772	0	
515326	0	
516846	1	0.4508379414285714
519776	1	0.24356290529411762
528440	1	0.3437776429508196
529424	0	
530246	0	
543212	0	
543242	0	
548044	1	0.2730022159292036
548764	0	
551968	0	
564966	0	
569436	1	0.539499240909091
570704	0	
571394	1	0.3883235658260876
57415	1	0.30747447769961256
575676	1	0.43739077247872327
576636	1	0.6990969788372098
576906	1	0.3644955845
576946	1	0.5853558677883005
578534	0	
581598	0	
584410	1	0.32472639840277795
58977	0	
591714	1	0.34862528426229505
591724	1	0.4059615716666667
592338	0	
593460	1	0.8435409257777775
593962	1	0.22762882000000006
595258	1	0.6138371521428574
596598	1	0.5565950267407405
597716	1	0.32033847466349497
602032	1	0.4669222363575422
607876	0	
612038	0	
613190	1	0.38268992343939395
615206	1	0.5638597502727275
625568	1	0.4179765393024253
627540	0	
627706	1	0.522509669787234
631166	0	
631584	1	0.252178380903226
635824	1	0.5375252565947212
637176	1	0.42158435045643167
637452	1	0.30644694061861866
637922	1	0.38718795558333313
638966	1	0.23776265956603784
639434	1	0.5626349473956043
640062	1	0.7074880740909093
640100	1	0.5546297892064965
641132	1	0.5611712140917606
642060	1	0.1961795609259259
648826	1	0.3432701910586149
658766	1	0.2339086448799998
66383	0	
664242	1	0.47962573612781834
665866	1	0.2251858913043477
671578	1	0.3235016006329114
672682	1	0.2751398886684307
676764	0	
680044	1	0.13211481875675676
682986	0	
684784	1	0.35488904541374233
688244	0	
689868	0	
690894	1	0.5016699264457829
692176	0	
696594	1	0.5981821877536222
696616	1	0.33663445050561797
698278	1	0.451849688085683
700080	1	0.29325107160739
702258	0	
702278	0	
703770	0	
706670	1	0.352987068
709500	0	
713258	1	0.4738168079391303
714188	1	0.46727977055652203
716136	1	0.2030853366534655
722174	1	0.22809076286690635
724596	0	
725872	0	
730414	1	0.7439246997435898
73860	0	
738624	1	0.6421181463443834
738910	1	0.698193778
739390	1	0.3935497719999999
740404	1	0.5034101578056428
742106	1	0.46167822870855574
743568	0	
743914	1	0.10860128009999999
746432	0	
748880	1	0.5856538566954642
754028	1	0.36956687044776104
757450	1	0.2464816669354839
760990	1	0.20193608168080798
765562	1	0.28212408237179454
767256	0	
770656	1	0.4866682070270269
777276	1	0.24943697679953913
777444	1	0.23207535667407392
781954	1	0.256807742536232
789186	0	
792216	1	0.21429968973451338
797762	1	0.15300743130155628
798740	1	0.6509254592792791
806130	1	0.42389386712520294
808506	1	0.448779270862329
815482	1	0.23136360403508774
819434	1	0.4233917121727893
820114	0	
822808	0	
828420	1	0.3662591758709675
830994	0	
831940	1	0.3237779521686746
833770	1	0.38607626166522363
834558	1	0.48823617131325286
834836	0	
843706	0	
855172	1	0.42566061431847135
866584	1	0.24533432268658675
871358	1	0.3442794619230769
878748	1	0.24510102589743588
881378	1	0.7614136226666667
885443	1	0.21866159289719603
888716	1	0.37493178460171916
891484	1	0.6003542013157894
891490	1	0.2649380287050609
895936	0	
902888	1	0.32218605294117647
904986	1	0.2985808806866541
907444	0	
918688	1	0.3252626565624999
930126	1	0.43039729062827264
943734	1	0.4519551082969432
945750	0	
948974	1	0.2998912459090909
951050	0	
952908	1	0.4726874126289516
955754	0	
964680	1	0.4318541169470589
964828	0	
965306	1	0.6539283687500004
965832	1	0.6393225979892764
968248	0	
97338	1	0.5189226317021282
975046	0	
980408	1	0.557968233272553
984830	1	0.4462052626666664
985922	0	
986034	0	
993160	1	0.30104970310483936
999228	1	0.395047649488912
